Ell,188.0,168.0,25.0,10.0,0x1a3399ff
Ell,187.0,168.0,25.0,10.0,0x1a3399ff
Ell,186.0,166.0,25.0,10.0,0x1a3399ff
Ell,186.0,165.0,25.0,10.0,0x1a3399ff
Ell,186.0,164.0,25.0,10.0,0x1a3399ff
Ell,186.0,161.0,25.0,10.0,0x1a3399ff
Ell,185.0,159.0,25.0,10.0,0x1a3399ff
Ell,185.0,158.0,25.0,10.0,0x1a3399ff
Ell,185.0,157.0,25.0,10.0,0x1a3399ff
Ell,185.0,155.0,25.0,10.0,0x1a3399ff
Ell,185.0,151.0,25.0,10.0,0x1a3399ff
Ell,185.0,150.0,25.0,10.0,0x1a3399ff
Ell,185.0,148.0,25.0,10.0,0x1a3399ff
Ell,185.0,144.0,25.0,10.0,0x1a3399ff
Ell,185.0,143.0,25.0,10.0,0x1a3399ff
Ell,185.0,140.0,25.0,10.0,0x1a3399ff
Ell,185.0,139.0,25.0,10.0,0x1a3399ff
Ell,185.0,138.0,25.0,10.0,0x1a3399ff
Ell,186.0,136.0,25.0,10.0,0x1a3399ff
Ell,190.0,134.0,25.0,10.0,0x1a3399ff
Ell,193.0,133.0,25.0,10.0,0x1a3399ff
Ell,198.0,132.0,25.0,10.0,0x1a3399ff
Ell,199.0,131.0,25.0,10.0,0x1a3399ff
Ell,200.0,130.0,25.0,10.0,0x1a3399ff
Ell,201.0,130.0,25.0,10.0,0x1a3399ff
Ell,201.0,128.0,25.0,10.0,0x1a3399ff
Ell,203.0,127.0,25.0,10.0,0x1a3399ff
Ell,204.0,127.0,25.0,10.0,0x1a3399ff
Ell,205.0,127.0,25.0,10.0,0x1a3399ff
Ell,206.0,127.0,25.0,10.0,0x1a3399ff
Ell,207.0,127.0,25.0,10.0,0x1a3399ff
Ell,209.0,127.0,25.0,10.0,0x1a3399ff
Ell,211.0,127.0,25.0,10.0,0x1a3399ff
Ell,212.0,127.0,25.0,10.0,0x1a3399ff
Ell,213.0,127.0,25.0,10.0,0x1a3399ff
Ell,214.0,129.0,25.0,10.0,0x1a3399ff
Ell,215.0,130.0,25.0,10.0,0x1a3399ff
Ell,216.0,130.0,25.0,10.0,0x1a3399ff
Ell,218.0,131.0,25.0,10.0,0x1a3399ff
Ell,218.0,132.0,25.0,10.0,0x1a3399ff
Ell,220.0,133.0,25.0,10.0,0x1a3399ff
Ell,221.0,133.0,25.0,10.0,0x1a3399ff
Ell,222.0,134.0,25.0,10.0,0x1a3399ff
Ell,223.0,135.0,25.0,10.0,0x1a3399ff
Ell,224.0,136.0,25.0,10.0,0x1a3399ff
Ell,224.0,137.0,25.0,10.0,0x1a3399ff
Ell,226.0,139.0,25.0,10.0,0x1a3399ff
Ell,229.0,140.0,25.0,10.0,0x1a3399ff
Ell,229.0,142.0,25.0,10.0,0x1a3399ff
Ell,229.0,143.0,25.0,10.0,0x1a3399ff
Ell,230.0,145.0,25.0,10.0,0x1a3399ff
Ell,231.0,147.0,25.0,10.0,0x1a3399ff
Ell,231.0,149.0,25.0,10.0,0x1a3399ff
Ell,231.0,150.0,25.0,10.0,0x1a3399ff
Ell,231.0,153.0,25.0,10.0,0x1a3399ff
Ell,231.0,154.0,25.0,10.0,0x1a3399ff
Ell,231.0,155.0,25.0,10.0,0x1a3399ff
Ell,231.0,157.0,25.0,10.0,0x1a3399ff
Ell,231.0,158.0,25.0,10.0,0x1a3399ff
Ell,231.0,160.0,25.0,10.0,0x1a3399ff
Ell,231.0,161.0,25.0,10.0,0x1a3399ff
Ell,232.0,163.0,25.0,10.0,0x1a3399ff
Ell,232.0,164.0,25.0,10.0,0x1a3399ff
Ell,233.0,167.0,25.0,10.0,0x1a3399ff
Ell,233.0,170.0,25.0,10.0,0x1a3399ff
Ell,234.0,173.0,25.0,10.0,0x1a3399ff
Ell,234.0,176.0,25.0,10.0,0x1a3399ff
Ell,236.0,179.0,25.0,10.0,0x1a3399ff
Ell,237.0,181.0,25.0,10.0,0x1a3399ff
Ell,238.0,182.0,25.0,10.0,0x1a3399ff
Ell,238.0,184.0,25.0,10.0,0x1a3399ff
Ell,239.0,186.0,25.0,10.0,0x1a3399ff
Ell,239.0,188.0,25.0,10.0,0x1a3399ff
Ell,239.0,189.0,25.0,10.0,0x1a3399ff
Ell,240.0,189.0,25.0,10.0,0x1a3399ff
Ell,240.0,190.0,25.0,10.0,0x1a3399ff
Ell,241.0,190.0,25.0,10.0,0x1a3399ff
Ell,242.0,191.0,25.0,10.0,0x1a3399ff
Ell,242.0,192.0,25.0,10.0,0x1a3399ff
Ell,244.0,193.0,25.0,10.0,0x1a3399ff
Ell,245.0,193.0,25.0,10.0,0x1a3399ff
Ell,246.0,193.0,25.0,10.0,0x1a3399ff
Ell,247.0,194.0,25.0,10.0,0x1a3399ff
Ell,248.0,194.0,25.0,10.0,0x1a3399ff
Ell,250.0,194.0,25.0,10.0,0x1a3399ff
Ell,253.0,194.0,25.0,10.0,0x1a3399ff
Ell,255.0,194.0,25.0,10.0,0x1a3399ff
Ell,257.0,194.0,25.0,10.0,0x1a3399ff
Ell,261.0,194.0,25.0,10.0,0x1a3399ff
Ell,262.0,194.0,25.0,10.0,0x1a3399ff
Ell,263.0,194.0,25.0,10.0,0x1a3399ff
Ell,264.0,194.0,25.0,10.0,0x1a3399ff
Ell,266.0,194.0,25.0,10.0,0x1a3399ff
Ell,267.0,194.0,25.0,10.0,0x1a3399ff
Ell,272.0,194.0,25.0,10.0,0x1a3399ff
Ell,273.0,194.0,25.0,10.0,0x1a3399ff
Ell,277.0,193.0,25.0,10.0,0x1a3399ff
Ell,278.0,192.0,25.0,10.0,0x1a3399ff
Ell,280.0,191.0,25.0,10.0,0x1a3399ff
Ell,280.0,190.0,25.0,10.0,0x1a3399ff
Ell,281.0,189.0,25.0,10.0,0x1a3399ff
Ell,282.0,188.0,25.0,10.0,0x1a3399ff
Ell,283.0,186.0,25.0,10.0,0x1a3399ff
Ell,283.0,184.0,25.0,10.0,0x1a3399ff
Ell,286.0,181.0,25.0,10.0,0x1a3399ff
Ell,287.0,178.0,25.0,10.0,0x1a3399ff
Ell,288.0,174.0,25.0,10.0,0x1a3399ff
Ell,288.0,173.0,25.0,10.0,0x1a3399ff
Ell,288.0,172.0,25.0,10.0,0x1a3399ff
Ell,289.0,170.0,25.0,10.0,0x1a3399ff
Ell,289.0,168.0,25.0,10.0,0x1a3399ff
Ell,289.0,167.0,25.0,10.0,0x1a3399ff
Ell,289.0,166.0,25.0,10.0,0x1a3399ff
Ell,289.0,164.0,25.0,10.0,0x1a3399ff
Ell,289.0,163.0,25.0,10.0,0x1a3399ff
Ell,289.0,161.0,25.0,10.0,0x1a3399ff
Ell,289.0,158.0,25.0,10.0,0x1a3399ff
Ell,289.0,157.0,25.0,10.0,0x1a3399ff
Ell,289.0,154.0,25.0,10.0,0x1a3399ff
Ell,289.0,153.0,25.0,10.0,0x1a3399ff
Ell,288.0,151.0,25.0,10.0,0x1a3399ff
Ell,288.0,150.0,25.0,10.0,0x1a3399ff
Ell,288.0,149.0,25.0,10.0,0x1a3399ff
Ell,288.0,148.0,25.0,10.0,0x1a3399ff
Ell,287.0,147.0,25.0,10.0,0x1a3399ff
Ell,285.0,147.0,25.0,10.0,0x1a3399ff
Ell,285.0,146.0,25.0,10.0,0x1a3399ff
Ell,284.0,143.0,25.0,10.0,0x1a3399ff
Ell,283.0,143.0,25.0,10.0,0x1a3399ff
Ell,283.0,142.0,25.0,10.0,0x1a3399ff
Ell,282.0,142.0,25.0,10.0,0x1a3399ff
Ell,281.0,142.0,25.0,10.0,0x1a3399ff
